PicoScope 5000A - Channel A Data
================================
Samples: 10000
Timebase: 128 (Sample interval: 1008 ns)
Range: 2V, DC coupled

Sample	Time(ns)	ADC	mV
5061	5101488	-14732	-906
5062	5102496	-14732	-906
5063	5103504	-14732	-906
5064	5104512	-14732	-906
5065	5105520	-14732	-906
5066	5106528	-14732	-906
5067	5107536	-14732	-906
5068	5108544	-14732	-906
5069	5109552	-14443	-888
5070	5110560	-14732	-906
5071	5111568	-14443	-888
5072	5112576	-14732	-906
5073	5113584	-14443	-888
5074	5114592	-14443	-888
5075	5115600	-14154	-870
5076	5116608	-14154	-870
5077	5117616	-14154	-870
5078	5118624	-14443	-888
5079	5119632	-14154	-870
5080	5120640	-13865	-852
5081	5121648	-14154	-870
5082	5122656	-13865	-852
5083	5123664	-13865	-852
5084	5124672	-14154	-870
5085	5125680	-13865	-852
5086	5126688	-13865	-852
5087	5127696	-13865	-852
5088	5128704	-13865	-852
5089	5129712	-14154	-870
5090	5130720	-13576	-835
5091	5131728	-13865	-852
5092	5132736	-13865	-852
5093	5133744	-13865	-852
5094	5134752	-13576	-835
5095	5135760	-13576	-835
5096	5136768	-13287	-817
5097	5137776	-13576	-835
5098	5138784	-13576	-835
5099	5139792	-13287	-817
5100	5140800	-12999	-799
5101	5141808	-13287	-817
5102	5142816	-12999	-799
5103	5143824	-13287	-817
5104	5144832	-12999	-799
5105	5145840	-12999	-799
5106	5146848	-12999	-799
5107	5147856	-12999	-799
5108	5148864	-12999	-799
5109	5149872	-12999	-799
5110	5150880	-12999	-799
5111	5151888	-12421	-764
5112	5152896	-12710	-781
5113	5153904	-12710	-781
5114	5154912	-12710	-781
5115	5155920	-12710	-781
5116	5156928	-12421	-764
5117	5157936	-12421	-764
5118	5158944	-12132	-746
5119	5159952	-12421	-764
5120	5160960	-12421	-764
5121	5161968	-12421	-764
5122	5162976	-12421	-764
5123	5163984	-12132	-746
5124	5164992	-12132	-746
5125	5166000	-12132	-746
5126	5167008	-11843	-728
5127	5168016	-12132	-746
5128	5169024	-11554	-710
5129	5170032	-11843	-728
5130	5171040	-11554	-710
5131	5172048	-11843	-728
5132	5173056	-11843	-728
5133	5174064	-11554	-710
5134	5175072	-11554	-710
5135	5176080	-11265	-692
5136	5177088	-11265	-692
5137	5178096	-10976	-675
5138	5179104	-11265	-692
5139	5180112	-11265	-692
5140	5181120	-11554	-710
5141	5182128	-10976	-675
5142	5183136	-11265	-692
5143	5184144	-10688	-657
5144	5185152	-10688	-657
5145	5186160	-10688	-657
5146	5187168	-10688	-657
5147	5188176	-10688	-657
5148	5189184	-10688	-657
5149	5190192	-10399	-639
5150	5191200	-10399	-639
5151	5192208	-10399	-639
5152	5193216	-10399	-639
5153	5194224	-10399	-639
5154	5195232	-10110	-621
5155	5196240	-10110	-621
5156	5197248	-10110	-621
5157	5198256	-10110	-621
5158	5199264	-9821	-604
5159	5200272	-9821	-604
5160	5201280	-9821	-604
5161	5202288	-9532	-586
5162	5203296	-9821	-604
5163	5204304	-9532	-586
5164	5205312	-9821	-604
5165	5206320	-9532	-586
5166	5207328	-9532	-586
5167	5208336	-9532	-586
5168	5209344	-9243	-568
5169	5210352	-8954	-550
5170	5211360	-8954	-550
5171	5212368	-9243	-568
5172	5213376	-8954	-550
5173	5214384	-9243	-568
5174	5215392	-8666	-533
5175	5216400	-8666	-533
5176	5217408	-8954	-550
5177	5218416	-8377	-515
5178	5219424	-8377	-515
5179	5220432	-8377	-515
5180	5221440	-8377	-515
5181	5222448	-8377	-515
5182	5223456	-8377	-515
5183	5224464	-8377	-515
5184	5225472	-8377	-515
5185	5226480	-8088	-497
5186	5227488	-8088	-497
5187	5228496	-8088	-497
5188	5229504	-8088	-497
5189	5230512	-7510	-461
5190	5231520	-7799	-479
5191	5232528	-7799	-479
5192	5233536	-7510	-461
5193	5234544	-7510	-461
5194	5235552	-7510	-461
5195	5236560	-7221	-444
5196	5237568	-7221	-444
5197	5238576	-6932	-426
5198	5239584	-6932	-426
5199	5240592	-6932	-426
5200	5241600	-6643	-408
5201	5242608	-6932	-426
5202	5243616	-6932	-426
5203	5244624	-6355	-390
5204	5245632	-6355	-390
5205	5246640	-6355	-390
5206	5247648	-6643	-408
5207	5248656	-6355	-390
5208	5249664	-6355	-390
5209	5250672	-6355	-390
5210	5251680	-6355	-390
5211	5252688	-6066	-373
5212	5253696	-5777	-355
5213	5254704	-6066	-373
5214	5255712	-5777	-355
5215	5256720	-5777	-355
5216	5257728	-5488	-337
5217	5258736	-5777	-355
5218	5259744	-5488	-337
5219	5260752	-5199	-319
5220	5261760	-5199	-319
5221	5262768	-5488	-337
5222	5263776	-5488	-337
5223	5264784	-5199	-319
5224	5265792	-4910	-302
5225	5266800	-4910	-302
5226	5267808	-4621	-284
5227	5268816	-4910	-302
5228	5269824	-4621	-284
5229	5270832	-4621	-284
5230	5271840	-4621	-284
5231	5272848	-4333	-266
5232	5273856	-4333	-266
5233	5274864	-4044	-248
5234	5275872	-4333	-266
5235	5276880	-4044	-248
5236	5277888	-4044	-248
5237	5278896	-3755	-230
5238	5279904	-4044	-248
5239	5280912	-3755	-230
5240	5281920	-3755	-230
5241	5282928	-3755	-230
5242	5283936	-3755	-230
5243	5284944	-3466	-213
5244	5285952	-3466	-213
5245	5286960	-3466	-213
5246	5287968	-3177	-195
5247	5288976	-2888	-177
5248	5289984	-3177	-195
5249	5290992	-2888	-177
5250	5292000	-2888	-177
5251	5293008	-2888	-177
5252	5294016	-2599	-159
5253	5295024	-2599	-159
5254	5296032	-2599	-159
5255	5297040	-2599	-159
5256	5298048	-2310	-142
5257	5299056	-2310	-142
5258	5300064	-2310	-142
5259	5301072	-2310	-142
5260	5302080	-2022	-124
5261	5303088	-2022	-124
5262	5304096	-1733	-106
5263	5305104	-1733	-106
5264	5306112	-2022	-124
5265	5307120	-1733	-106
5266	5308128	-1733	-106
5267	5309136	-1444	-88
5268	5310144	-1733	-106
5269	5311152	-1444	-88
5270	5312160	-1155	-71
5271	5313168	-1155	-71
5272	5314176	-1155	-71
5273	5315184	-866	-53
5274	5316192	-1155	-71
5275	5317200	-866	-53
5276	5318208	-866	-53
5277	5319216	-866	-53
5278	5320224	-577	-35
5279	5321232	-866	-53
5280	5322240	-288	-17
5281	5323248	-288	-17
5282	5324256	-577	-35
5283	5325264	-288	-17
5284	5326272	-288	-17
5285	5327280	0	0
5286	5328288	-288	-17
5287	5329296	0	0
5288	5330304	288	17
5289	5331312	-288	-17
5290	5332320	288	17
5291	5333328	288	17
5292	5334336	288	17
5293	5335344	288	17
5294	5336352	577	35
5295	5337360	577	35
5296	5338368	866	53
5297	5339376	866	53
5298	5340384	866	53
5299	5341392	866	53
5300	5342400	577	35
5301	5343408	1444	88
5302	5344416	1155	71
5303	5345424	1155	71
5304	5346432	1155	71
5305	5347440	1444	88
5306	5348448	1444	88
5307	5349456	1444	88
5308	5350464	1444	88
5309	5351472	1733	106
5310	5352480	1733	106
5311	5353488	1733	106
5312	5354496	1733	106
5313	5355504	1733	106
5314	5356512	2022	124
5315	5357520	2022	124
5316	5358528	2022	124
5317	5359536	2310	142
5318	5360544	2310	142
5319	5361552	2310	142
5320	5362560	2599	159
5321	5363568	2599	159
5322	5364576	2599	159
5323	5365584	2599	159
5324	5366592	2888	177
5325	5367600	2599	159
5326	5368608	2599	159
5327	5369616	2888	177
5328	5370624	2888	177
5329	5371632	2888	177
5330	5372640	3177	195
5331	5373648	3177	195
5332	5374656	3466	213
5333	5375664	3466	213
5334	5376672	3466	213
5335	5377680	3755	230
5336	5378688	3466	213
5337	5379696	3755	230
5338	5380704	3755	230
5339	5381712	3755	230
5340	5382720	4044	248
5341	5383728	4044	248
5342	5384736	3755	230
5343	5385744	4044	248
5344	5386752	4044	248
5345	5387760	4333	266
5346	5388768	4044	248
5347	5389776	4333	266
5348	5390784	4333	266
5349	5391792	4044	248
5350	5392800	4621	284
5351	5393808	4621	284
5352	5394816	4621	284
5353	5395824	4621	284
5354	5396832	4621	284
5355	5397840	4621	284
5356	5398848	4910	302
5357	5399856	4910	302
5358	5400864	4910	302
5359	5401872	4910	302
5360	5402880	5199	319
5361	5403888	5199	319
5362	5404896	5488	337
5363	5405904	4910	302
5364	5406912	5199	319
5365	5407920	5488	337
5366	5408928	5488	337
5367	5409936	5488	337
5368	5410944	5777	355
5369	5411952	5777	355
5370	5412960	6066	373
5371	5413968	5777	355
5372	5414976	5777	355
5373	5415984	6066	373
5374	5416992	5777	355
5375	5418000	6066	373
5376	5419008	6355	390
5377	5420016	6355	390
5378	5421024	6066	373
5379	5422032	6066	373
5380	5423040	6066	373
5381	5424048	6355	390
5382	5425056	6355	390
5383	5426064	6355	390
5384	5427072	6643	408
5385	5428080	6355	390
5386	5429088	6643	408
5387	5430096	6643	408
5388	5431104	6932	426
5389	5432112	6932	426
5390	5433120	6932	426
5391	5434128	6932	426
5392	5435136	6932	426
5393	5436144	6932	426
5394	5437152	7221	444
5395	5438160	6643	408
5396	5439168	7221	444
5397	5440176	6932	426
5398	5441184	7221	444
5399	5442192	7221	444
5400	5443200	7221	444
5401	5444208	7510	461
5402	5445216	7510	461
5403	5446224	7510	461
5404	5447232	7510	461
5405	5448240	8088	497
5406	5449248	7510	461
5407	5450256	7799	479
5408	5451264	7510	461
5409	5452272	7799	479
5410	5453280	7799	479
5411	5454288	7799	479
5412	5455296	8088	497
5413	5456304	7799	479
5414	5457312	8088	497
5415	5458320	8088	497
5416	5459328	8088	497
5417	5460336	8088	497
5418	5461344	7799	479
5419	5462352	8088	497
5420	5463360	8088	497
5421	5464368	8088	497
5422	5465376	8088	497
5423	5466384	8377	515
5424	5467392	8377	515
5425	5468400	8377	515
5426	5469408	8377	515
5427	5470416	8377	515
5428	5471424	8666	533
5429	5472432	8666	533
5430	5473440	8666	533
5431	5474448	8377	515
5432	5475456	8666	533
5433	5476464	8377	515
5434	5477472	8666	533
5435	5478480	8088	497
5436	5479488	8666	533
5437	5480496	8666	533
5438	5481504	8666	533
5439	5482512	8666	533
5440	5483520	8666	533
5441	5484528	8666	533
5442	5485536	8954	550
5443	5486544	8954	550
5444	5487552	8666	533
5445	5488560	9243	568
5446	5489568	8954	550
5447	5490576	8666	533
5448	5491584	8954	550
5449	5492592	9243	568
5450	5493600	9243	568
5451	5494608	8954	550
5452	5495616	9243	568
5453	5496624	9243	568
5454	5497632	9243	568
5455	5498640	8954	550
5456	5499648	8954	550
5457	5500656	8954	550
5458	5501664	9243	568
5459	5502672	9243	568
5460	5503680	8954	550
5461	5504688	9243	568
5462	5505696	9243	568
5463	5506704	9243	568
5464	5507712	9243	568
5465	5508720	9532	586
5466	5509728	9243	568
5467	5510736	9243	568
5468	5511744	9532	586
5469	5512752	9243	568
5470	5513760	9243	568
5471	5514768	9532	586
5472	5515776	9532	586
5473	5516784	9532	586
5474	5517792	9243	568
5475	5518800	9243	568
5476	5519808	9532	586
5477	5520816	9532	586
5478	5521824	9532	586
5479	5522832	9532	586
5480	5523840	9532	586
5481	5524848	9532	586
5482	5525856	9532	586
5483	5526864	9821	604
5484	5527872	9821	604
5485	5528880	9532	586
5486	5529888	9821	604
5487	5530896	9532	586
5488	5531904	9532	586
5489	5532912	9532	586
5490	5533920	9821	604
5491	5534928	9532	586
5492	5535936	9532	586
5493	5536944	9532	586
5494	5537952	9821	604
5495	5538960	9821	604
5496	5539968	9532	586
5497	5540976	9532	586
5498	5541984	9532	586
5499	5542992	9532	586
5500	5544000	9243	568
5501	5545008	9243	568
5502	5546016	9532	586
5503	5547024	9532	586
5504	5548032	9532	586
5505	5549040	9532	586
5506	5550048	9243	568
5507	5551056	9821	604
5508	5552064	9532	586
5509	5553072	9532	586
5510	5554080	9821	604
5511	5555088	9532	586
5512	5556096	9243	568
5513	5557104	9243	568
5514	5558112	9532	586
5515	5559120	9532	586
5516	5560128	9243	568
5517	5561136	9243	568
5518	5562144	9243	568
5519	5563152	9243	568
5520	5564160	9243	568
5521	5565168	9532	586
5522	5566176	9532	586
5523	5567184	9243	568
5524	5568192	9243	568
5525	5569200	9243	568
5526	5570208	9243	568
5527	5571216	9532	586
5528	5572224	9243	568
5529	5573232	9243	568
5530	5574240	9243	568
5531	5575248	8954	550
5532	5576256	9243	568
5533	5577264	9243	568
5534	5578272	8954	550
5535	5579280	8954	550
5536	5580288	8954	550
5537	5581296	9243	568
5538	5582304	9243	568
5539	5583312	8954	550
5540	5584320	8954	550
5541	5585328	9243	568
5542	5586336	8954	550
5543	5587344	9243	568
5544	5588352	8954	550
5545	5589360	9243	568
5546	5590368	8954	550
5547	5591376	8666	533
5548	5592384	8954	550
5549	5593392	8954	550
5550	5594400	8954	550
5551	5595408	8666	533
5552	5596416	8666	533
5553	5597424	8666	533
5554	5598432	8377	515
5555	5599440	8377	515
5556	5600448	8666	533
5557	5601456	8377	515
5558	5602464	8666	533
5559	5603472	8666	533
5560	5604480	8377	515
5561	5605488	8666	533
5562	5606496	8377	515
5563	5607504	8377	515
5564	5608512	8377	515
5565	5609520	8666	533
5566	5610528	8088	497
5567	5611536	8088	497
5568	5612544	8088	497
5569	5613552	8088	497
5570	5614560	8088	497
5571	5615568	8088	497
5572	5616576	8088	497
5573	5617584	7799	479
5574	5618592	7799	479
5575	5619600	7799	479
5576	5620608	7799	479
5577	5621616	7799	479
5578	5622624	7799	479
5579	5623632	7799	479
5580	5624640	7799	479
5581	5625648	7799	479
5582	5626656	7510	461
5583	5627664	7510	461
5584	5628672	7510	461
5585	5629680	7510	461
5586	5630688	7510	461
5587	5631696	7221	444
5588	5632704	7221	444
5589	5633712	6932	426
5590	5634720	7510	461
5591	5635728	6643	408
5592	5636736	7221	444
5593	5637744	6932	426
5594	5638752	7221	444
5595	5639760	6932	426
5596	5640768	6932	426
5597	5641776	6932	426
5598	5642784	6643	408
5599	5643792	6643	408
5600	5644800	6932	426
5601	5645808	6643	408
5602	5646816	6355	390
5603	5647824	6643	408
5604	5648832	6355	390
5605	5649840	6643	408
5606	5650848	6355	390
5607	5651856	6355	390
5608	5652864	6355	390
5609	5653872	6066	373
5610	5654880	6066	373
5611	5655888	6066	373
5612	5656896	6066	373
5613	5657904	5777	355
5614	5658912	6066	373
5615	5659920	5488	337
5616	5660928	5777	355
5617	5661936	6066	373
5618	5662944	5777	355
5619	5663952	5777	355
5620	5664960	5488	337
5621	5665968	5488	337
5622	5666976	5488	337
5623	5667984	5488	337
5624	5668992	5199	319
5625	5670000	5199	319
5626	5671008	5199	319
5627	5672016	5199	319
5628	5673024	4910	302
5629	5674032	4910	302
5630	5675040	4910	302
5631	5676048	4910	302
5632	5677056	4621	284
5633	5678064	4621	284
5634	5679072	4333	266
5635	5680080	4621	284
5636	5681088	4621	284
5637	5682096	4333	266
5638	5683104	4621	284
5639	5684112	4333	266
5640	5685120	4044	248
5641	5686128	4333	266
5642	5687136	4333	266
5643	5688144	4044	248
5644	5689152	3755	230
5645	5690160	4044	248
5646	5691168	3755	230
5647	5692176	3755	230
5648	5693184	3755	230
5649	5694192	3466	213
5650	5695200	3466	213
5651	5696208	3466	213
5652	5697216	3466	213
5653	5698224	3466	213
5654	5699232	3177	195
5655	5700240	3466	213
5656	5701248	3177	195
5657	5702256	3177	195
5658	5703264	2888	177
5659	5704272	3177	195
5660	5705280	2888	177
5661	5706288	2888	177
5662	5707296	2888	177
5663	5708304	2599	159
5664	5709312	2599	159
5665	5710320	2599	159
5666	5711328	2310	142
5667	5712336	2310	142
5668	5713344	2310	142
5669	5714352	2310	142
5670	5715360	2310	142
5671	5716368	2022	124
5672	5717376	2022	124
5673	5718384	2022	124
5674	5719392	1444	88
5675	5720400	1733	106
5676	5721408	1444	88
5677	5722416	1733	106
5678	5723424	1444	88
5679	5724432	1444	88
5680	5725440	1155	71
5681	5726448	1155	71
5682	5727456	1155	71
5683	5728464	1155	71
5684	5729472	866	53
5685	5730480	866	53
5686	5731488	866	53
5687	5732496	866	53
5688	5733504	577	35
5689	5734512	577	35
5690	5735520	577	35
5691	5736528	577	35
5692	5737536	577	35
5693	5738544	0	0
5694	5739552	288	17
5695	5740560	0	0
5696	5741568	288	17
5697	5742576	0	0
5698	5743584	0	0
5699	5744592	0	0
5700	5745600	0	0
5701	5746608	-577	-35
5702	5747616	-577	-35
5703	5748624	-577	-35
5704	5749632	-866	-53
5705	5750640	-577	-35
5706	5751648	-577	-35
5707	5752656	-866	-53
5708	5753664	-866	-53
5709	5754672	-866	-53
5710	5755680	-1155	-71
5711	5756688	-1155	-71
5712	5757696	-866	-53
5713	5758704	-1444	-88
5714	5759712	-1444	-88
5715	5760720	-1155	-71
5716	5761728	-1444	-88
5717	5762736	-1733	-106
5718	5763744	-1733	-106
5719	5764752	-1733	-106
5720	5765760	-1733	-106
5721	5766768	-1444	-88
5722	5767776	-2022	-124
5723	5768784	-2310	-142
5724	5769792	-2022	-124
5725	5770800	-2310	-142
5726	5771808	-2310	-142
5727	5772816	-2599	-159
5728	5773824	-2310	-142
5729	5774832	-2599	-159
5730	5775840	-2599	-159
5731	5776848	-2310	-142
5732	5777856	-2888	-177
5733	5778864	-2888	-177
5734	5779872	-2888	-177
5735	5780880	-3177	-195
5736	5781888	-3177	-195
5737	5782896	-3177	-195
5738	5783904	-3466	-213
5739	5784912	-3177	-195
5740	5785920	-3466	-213
5741	5786928	-3755	-230
5742	5787936	-3755	-230
5743	5788944	-3755	-230
5744	5789952	-3755	-230
5745	5790960	-4044	-248
5746	5791968	-4044	-248
5747	5792976	-4044	-248
5748	5793984	-4044	-248
5749	5794992	-4333	-266
5750	5796000	-4044	-248
5751	5797008	-4333	-266
5752	5798016	-4044	-248
5753	5799024	-4621	-284
5754	5800032	-4621	-284
5755	5801040	-4621	-284
5756	5802048	-4621	-284
5757	5803056	-4910	-302
5758	5804064	-5199	-319
5759	5805072	-4910	-302
5760	5806080	-5199	-319
5761	5807088	-5199	-319
5762	5808096	-5199	-319
5763	5809104	-5488	-337
5764	5810112	-5488	-337
5765	5811120	-5488	-337
5766	5812128	-5488	-337
5767	5813136	-5488	-337
5768	5814144	-6066	-373
5769	5815152	-5488	-337
5770	5816160	-5488	-337
5771	5817168	-5777	-355
5772	5818176	-6066	-373
5773	5819184	-6066	-373
5774	5820192	-6355	-390
5775	5821200	-6355	-390
5776	5822208	-6066	-373
5777	5823216	-6355	-390
5778	5824224	-6355	-390
5779	5825232	-6355	-390
5780	5826240	-6355	-390
5781	5827248	-6643	-408
5782	5828256	-6643	-408
5783	5829264	-6932	-426
5784	5830272	-6932	-426
5785	5831280	-6932	-426
5786	5832288	-6932	-426
5787	5833296	-6932	-426
5788	5834304	-7221	-444
5789	5835312	-7510	-461
5790	5836320	-7510	-461
5791	5837328	-7221	-444
5792	5838336	-7510	-461
5793	5839344	-7510	-461
5794	5840352	-7799	-479
5795	5841360	-7799	-479
5796	5842368	-7799	-479
5797	5843376	-7799	-479
5798	5844384	-8088	-497
5799	5845392	-8088	-497
5800	5846400	-8088	-497
5801	5847408	-7799	-479
5802	5848416	-8377	-515
5803	5849424	-8377	-515
5804	5850432	-8088	-497
5805	5851440	-8377	-515
5806	5852448	-8666	-533
5807	5853456	-8666	-533
5808	5854464	-8666	-533
5809	5855472	-8666	-533
5810	5856480	-8666	-533
5811	5857488	-8666	-533
5812	5858496	-8954	-550
5813	5859504	-8666	-533
5814	5860512	-8954	-550
5815	5861520	-9243	-568
5816	5862528	-9243	-568
5817	5863536	-9243	-568
5818	5864544	-9243	-568
5819	5865552	-9243	-568
5820	5866560	-9532	-586
5821	5867568	-9532	-586
5822	5868576	-9821	-604
5823	5869584	-9821	-604
5824	5870592	-9821	-604
5825	5871600	-9532	-586
5826	5872608	-10110	-621
5827	5873616	-10110	-621
5828	5874624	-10110	-621
5829	5875632	-10110	-621
5830	5876640	-10110	-621
5831	5877648	-10399	-639
5832	5878656	-10110	-621
5833	5879664	-10688	-657
5834	5880672	-10976	-675
5835	5881680	-10399	-639
5836	5882688	-10688	-657
5837	5883696	-10688	-657
5838	5884704	-10688	-657
5839	5885712	-10976	-675
5840	5886720	-10688	-657
5841	5887728	-10688	-657
5842	5888736	-10976	-675
5843	5889744	-11265	-692
5844	5890752	-10976	-675
5845	5891760	-11265	-692
5846	5892768	-10976	-675
5847	5893776	-10976	-675
5848	5894784	-11265	-692
5849	5895792	-11265	-692
5850	5896800	-11265	-692
5851	5897808	-11554	-710
5852	5898816	-11554	-710
5853	5899824	-11554	-710
5854	5900832	-11554	-710
5855	5901840	-11843	-728
5856	5902848	-11554	-710
5857	5903856	-12132	-746
5858	5904864	-12132	-746
5859	5905872	-12132	-746
5860	5906880	-12132	-746
5861	5907888	-12421	-764
5862	5908896	-12132	-746
5863	5909904	-12132	-746
5864	5910912	-12132	-746
5865	5911920	-12132	-746
5866	5912928	-12132	-746
5867	5913936	-12421	-764
5868	5914944	-12421	-764
5869	5915952	-12421	-764
5870	5916960	-12710	-781
5871	5917968	-12421	-764
5872	5918976	-12710	-781
5873	5919984	-12999	-799
5874	5920992	-12710	-781
5875	5922000	-12710	-781
5876	5923008	-12999	-799
5877	5924016	-12999	-799
5878	5925024	-12999	-799
5879	5926032	-12999	-799
5880	5927040	-13287	-817
5881	5928048	-12999	-799
5882	5929056	-13287	-817
5883	5930064	-12999	-799
5884	5931072	-12999	-799
5885	5932080	-13287	-817
5886	5933088	-13287	-817
5887	5934096	-13287	-817
5888	5935104	-13287	-817
5889	5936112	-13576	-835
5890	5937120	-13576	-835
5891	5938128	-13576	-835
5892	5939136	-13865	-852
5893	5940144	-13576	-835
5894	5941152	-13865	-852
5895	5942160	-13865	-852
5896	5943168	-13865	-852
5897	5944176	-13865	-852
5898	5945184	-14154	-870
5899	5946192	-13865	-852
5900	5947200	-14154	-870
5901	5948208	-13865	-852
5902	5949216	-14154	-870
5903	5950224	-13865	-852
5904	5951232	-14154	-870
5905	5952240	-14154	-870
5906	5953248	-14154	-870
5907	5954256	-14154	-870
5908	5955264	-14443	-888
5909	5956272	-14443	-888
5910	5957280	-14732	-906
5911	5958288	-14443	-888
5912	5959296	-14732	-906
5913	5960304	-14732	-906
5914	5961312	-13576	-835
5915	5962320	-14732	-906
5916	5963328	-14732	-906
5917	5964336	-15598	-959
5918	5965344	-14443	-888
5919	5966352	-14732	-906
5920	5967360	-14732	-906
5921	5968368	-15021	-924
5922	5969376	-15021	-924
5923	5970384	-15021	-924
5924	5971392	-15021	-924
5925	5972400	-15021	-924
5926	5973408	-15021	-924
5927	5974416	-15021	-924
5928	5975424	-15309	-941
5929	5976432	-15021	-924
5930	5977440	-15021	-924
5931	5978448	-15309	-941
5932	5979456	-15309	-941
5933	5980464	-15309	-941
5934	5981472	-15598	-959
5935	5982480	-15598	-959
5936	5983488	-15309	-941
5937	5984496	-15309	-941
5938	5985504	-15309	-941
5939	5986512	-15309	-941
5940	5987520	-15598	-959
5941	5988528	-15598	-959
5942	5989536	-15309	-941
5943	5990544	-15598	-959
5944	5991552	-15598	-959
5945	5992560	-15598	-959
5946	5993568	-15598	-959
5947	5994576	-15887	-977
5948	5995584	-15887	-977
5949	5996592	-15887	-977
5950	5997600	-15598	-959
5951	5998608	-15887	-977
5952	5999616	-15598	-959
5953	6000624	-15887	-977
5954	6001632	-15887	-977
5955	6002640	-15887	-977
5956	6003648	-15887	-977
5957	6004656	-15887	-977
5958	6005664	-15887	-977
5959	6006672	-15887	-977
5960	6007680	-15887	-977
5961	6008688	-15887	-977
5962	6009696	-15887	-977
5963	6010704	-15887	-977
5964	6011712	-16176	-995
5965	6012720	-16176	-995
5966	6013728	-16176	-995
5967	6014736	-15887	-977
5968	6015744	-15887	-977
5969	6016752	-15887	-977
5970	6017760	-16465	-1012
5971	6018768	-16465	-1012
5972	6019776	-16176	-995
5973	6020784	-16176	-995
5974	6021792	-16176	-995
5975	6022800	-16176	-995
5976	6023808	-16176	-995
5977	6024816	-16465	-1012
5978	6025824	-16176	-995
5979	6026832	-16176	-995
5980	6027840	-16176	-995
5981	6028848	-16176	-995
5982	6029856	-16176	-995
5983	6030864	-16465	-1012
5984	6031872	-16465	-1012
5985	6032880	-16176	-995
5986	6033888	-16465	-1012
5987	6034896	-16465	-1012
5988	6035904	-16176	-995
5989	6036912	-16465	-1012
5990	6037920	-16465	-1012
5991	6038928	-16176	-995
5992	6039936	-16465	-1012
5993	6040944	-16465	-1012
5994	6041952	-16465	-1012
5995	6042960	-16465	-1012
5996	6043968	-16465	-1012
5997	6044976	-16176	-995
5998	6045984	-16176	-995
5999	6046992	-16176	-995
6000	6048000	-16176	-995
6001	6049008	-16465	-1012
6002	6050016	-16465	-1012
6003	6051024	-16176	-995
6004	6052032	-16465	-1012
6005	6053040	-16176	-995
6006	6054048	-16465	-1012
6007	6055056	-16465	-1012
6008	6056064	-16465	-1012
6009	6057072	-16754	-1030
6010	6058080	-16176	-995
6011	6059088	-16176	-995
6012	6060096	-16176	-995
6013	6061104	-16176	-995
6014	6062112	-16176	-995
6015	6063120	-16176	-995
6016	6064128	-16176	-995
6017	6065136	-16176	-995
6018	6066144	-16465	-1012
6019	6067152	-16176	-995
6020	6068160	-16176	-995
6021	6069168	-16176	-995
6022	6070176	-16176	-995
6023	6071184	-16465	-1012
6024	6072192	-16176	-995
6025	6073200	-16176	-995
6026	6074208	-16176	-995
6027	6075216	-16465	-1012
6028	6076224	-16176	-995
6029	6077232	-16176	-995
6030	6078240	-16176	-995
6031	6079248	-16176	-995
6032	6080256	-16176	-995
6033	6081264	-16465	-1012
6034	6082272	-15887	-977
6035	6083280	-16176	-995
6036	6084288	-16176	-995
6037	6085296	-15887	-977
6038	6086304	-15887	-977
6039	6087312	-15309	-941
6040	6088320	-15887	-977
6041	6089328	-15887	-977
6042	6090336	-15598	-959
6043	6091344	-15887	-977
6044	6092352	-15887	-977
6045	6093360	-15887	-977
6046	6094368	-15887	-977
6047	6095376	-15598	-959
6048	6096384	-15887	-977
6049	6097392	-15887	-977
6050	6098400	-15887	-977
6051	6099408	-15887	-977
6052	6100416	-15887	-977
6053	6101424	-15598	-959
6054	6102432	-15887	-977
6055	6103440	-15887	-977
6056	6104448	-15598	-959
6057	6105456	-15598	-959
6058	6106464	-15598	-959
6059	6107472	-15598	-959
6060	6108480	-15309	-941
6061	6109488	-15309	-941
6062	6110496	-15309	-941
6063	6111504	-15309	-941
6064	6112512	-15309	-941
6065	6113520	-15598	-959
6066	6114528	-15598	-959
6067	6115536	-15309	-941
6068	6116544	-15598	-959
6069	6117552	-15309	-941
6070	6118560	-15021	-924
6071	6119568	-15021	-924
6072	6120576	-15021	-924
6073	6121584	-14732	-906
6074	6122592	-15021	-924
6075	6123600	-15021	-924
6076	6124608	-15021	-924
6077	6125616	-14732	-906
6078	6126624	-14732	-906
6079	6127632	-14732	-906
6080	6128640	-15309	-941
6081	6129648	-14732	-906
6082	6130656	-14732	-906
6083	6131664	-14732	-906
6084	6132672	-14443	-888
6085	6133680	-14732	-906
6086	6134688	-14154	-870
6087	6135696	-14732	-906
6088	6136704	-14443	-888
6089	6137712	-14443	-888
6090	6138720	-14154	-870
6091	6139728	-14443	-888
6092	6140736	-14154	-870
6093	6141744	-14732	-906
6094	6142752	-14154	-870
6095	6143760	-13865	-852
6096	6144768	-13865	-852
6097	6145776	-13865	-852
6098	6146784	-13865	-852
6099	6147792	-13865	-852
6100	6148800	-13865	-852
6101	6149808	-13865	-852
6102	6150816	-13865	-852
6103	6151824	-13865	-852
6104	6152832	-13865	-852
6105	6153840	-13865	-852
6106	6154848	-13865	-852
6107	6155856	-13576	-835
6108	6156864	-13576	-835
6109	6157872	-13287	-817
6110	6158880	-13287	-817
6111	6159888	-13287	-817
6112	6160896	-13287	-817
6113	6161904	-13287	-817
6114	6162912	-12999	-799
6115	6163920	-12999	-799
