PicoScope 5000A - Channel A Data
================================
Samples: 10000
Timebase: 128 (Sample interval: 1008 ns)
Range: 2V, DC coupled

Sample	Time(ns)	ADC	mV
2305	2323440	-288	-17
2306	2324448	-288	-17
2307	2325456	0	0
2308	2326464	0	0
2309	2327472	0	0
2310	2328480	288	17
2311	2329488	0	0
2312	2330496	0	0
2313	2331504	288	17
2314	2332512	288	17
2315	2333520	288	17
2316	2334528	288	17
2317	2335536	577	35
2318	2336544	577	35
2319	2337552	866	53
2320	2338560	577	35
2321	2339568	866	53
2322	2340576	866	53
2323	2341584	1155	71
2324	2342592	1155	71
2325	2343600	1444	88
2326	2344608	1444	88
2327	2345616	1444	88
2328	2346624	1444	88
2329	2347632	1444	88
2330	2348640	2022	124
2331	2349648	1444	88
2332	2350656	1733	106
2333	2351664	1733	106
2334	2352672	1733	106
2335	2353680	2022	124
2336	2354688	2022	124
2337	2355696	2022	124
2338	2356704	2310	142
2339	2357712	2310	142
2340	2358720	2599	159
2341	2359728	2599	159
2342	2360736	2310	142
2343	2361744	2888	177
2344	2362752	2888	177
2345	2363760	2888	177
2346	2364768	2888	177
2347	2365776	2888	177
2348	2366784	3177	195
2349	2367792	2888	177
2350	2368800	2888	177
2351	2369808	3177	195
2352	2370816	2888	177
2353	2371824	3177	195
2354	2372832	3177	195
2355	2373840	3466	213
2356	2374848	3177	195
2357	2375856	3466	213
2358	2376864	3466	213
2359	2377872	3466	213
2360	2378880	3755	230
2361	2379888	4044	248
2362	2380896	4044	248
2363	2381904	4044	248
2364	2382912	4044	248
2365	2383920	4044	248
2366	2384928	4333	266
2367	2385936	4621	284
2368	2386944	4333	266
2369	2387952	4333	266
2370	2388960	4333	266
2371	2389968	4621	284
2372	2390976	4621	284
2373	2391984	4621	284
2374	2392992	4621	284
2375	2394000	4910	302
2376	2395008	4333	266
2377	2396016	4621	284
2378	2397024	5199	319
2379	2398032	5199	319
2380	2399040	4910	302
2381	2400048	5488	337
2382	2401056	5199	319
2383	2402064	5488	337
2384	2403072	5488	337
2385	2404080	5777	355
2386	2405088	5777	355
2387	2406096	5488	337
2388	2407104	5488	337
2389	2408112	5777	355
2390	2409120	5777	355
2391	2410128	5488	337
2392	2411136	5777	355
2393	2412144	5777	355
2394	2413152	6355	390
2395	2414160	6066	373
2396	2415168	6355	390
2397	2416176	6066	373
2398	2417184	6355	390
2399	2418192	6355	390
2400	2419200	6355	390
2401	2420208	6355	390
2402	2421216	6643	408
2403	2422224	6643	408
2404	2423232	6932	426
2405	2424240	6643	408
2406	2425248	6932	426
2407	2426256	6932	426
2408	2427264	6932	426
2409	2428272	6932	426
2410	2429280	7221	444
2411	2430288	6932	426
2412	2431296	7221	444
2413	2432304	7221	444
2414	2433312	7510	461
2415	2434320	7221	444
2416	2435328	7221	444
2417	2436336	7510	461
2418	2437344	7510	461
2419	2438352	7510	461
2420	2439360	7799	479
2421	2440368	7799	479
2422	2441376	7510	461
2423	2442384	7799	479
2424	2443392	7510	461
2425	2444400	7799	479
2426	2445408	7799	479
2427	2446416	7799	479
2428	2447424	7799	479
2429	2448432	7510	461
2430	2449440	7799	479
2431	2450448	7799	479
2432	2451456	8088	497
2433	2452464	8954	550
2434	2453472	8088	497
2435	2454480	8088	497
2436	2455488	8377	515
2437	2456496	8377	515
2438	2457504	8377	515
2439	2458512	8666	533
2440	2459520	8377	515
2441	2460528	8666	533
2442	2461536	8666	533
2443	2462544	8954	550
2444	2463552	8666	533
2445	2464560	8666	533
2446	2465568	8666	533
2447	2466576	8666	533
2448	2467584	8666	533
2449	2468592	8954	550
2450	2469600	8954	550
2451	2470608	8954	550
2452	2471616	9243	568
2453	2472624	9243	568
2454	2473632	8954	550
2455	2474640	8954	550
2456	2475648	8954	550
2457	2476656	9243	568
2458	2477664	9243	568
2459	2478672	9243	568
2460	2479680	8954	550
2461	2480688	8954	550
2462	2481696	8954	550
2463	2482704	9243	568
2464	2483712	9532	586
2465	2484720	9243	568
2466	2485728	9532	586
2467	2486736	9532	586
2468	2487744	9243	568
2469	2488752	9532	586
2470	2489760	9532	586
2471	2490768	9532	586
2472	2491776	10399	639
2473	2492784	9532	586
2474	2493792	9532	586
2475	2494800	9532	586
2476	2495808	9821	604
2477	2496816	9532	586
2478	2497824	9532	586
2479	2498832	9821	604
2480	2499840	9821	604
2481	2500848	9821	604
2482	2501856	9821	604
2483	2502864	9821	604
2484	2503872	9821	604
2485	2504880	9821	604
2486	2505888	9821	604
2487	2506896	9821	604
2488	2507904	10110	621
2489	2508912	9821	604
2490	2509920	10110	621
2491	2510928	9821	604
2492	2511936	9821	604
2493	2512944	10110	621
2494	2513952	10110	621
2495	2514960	10399	639
2496	2515968	9821	604
2497	2516976	9821	604
2498	2517984	10110	621
2499	2518992	10110	621
2500	2520000	10110	621
2501	2521008	9821	604
2502	2522016	10110	621
2503	2523024	10110	621
2504	2524032	10399	639
2505	2525040	10110	621
2506	2526048	10399	639
2507	2527056	10399	639
2508	2528064	10110	621
2509	2529072	10399	639
2510	2530080	10399	639
2511	2531088	10399	639
2512	2532096	10399	639
2513	2533104	10399	639
2514	2534112	10110	621
2515	2535120	10399	639
2516	2536128	10110	621
2517	2537136	10688	657
2518	2538144	10110	621
2519	2539152	10399	639
2520	2540160	10110	621
2521	2541168	10399	639
2522	2542176	10110	621
2523	2543184	10399	639
2524	2544192	10399	639
2525	2545200	10399	639
2526	2546208	10399	639
2527	2547216	10399	639
2528	2548224	10399	639
2529	2549232	10399	639
2530	2550240	10399	639
2531	2551248	10399	639
2532	2552256	10399	639
2533	2553264	10110	621
2534	2554272	10399	639
2535	2555280	10110	621
2536	2556288	10399	639
2537	2557296	10399	639
2538	2558304	10399	639
2539	2559312	10399	639
2540	2560320	10399	639
2541	2561328	10399	639
2542	2562336	10399	639
2543	2563344	10399	639
2544	2564352	10399	639
2545	2565360	10399	639
2546	2566368	10110	621
2547	2567376	10110	621
2548	2568384	10399	639
2549	2569392	10110	621
2550	2570400	9821	604
2551	2571408	10110	621
2552	2572416	10110	621
2553	2573424	10110	621
2554	2574432	10399	639
2555	2575440	10110	621
2556	2576448	10110	621
2557	2577456	10110	621
2558	2578464	10399	639
2559	2579472	9821	604
2560	2580480	10110	621
2561	2581488	10110	621
2562	2582496	9821	604
2563	2583504	9821	604
2564	2584512	9821	604
2565	2585520	9821	604
2566	2586528	9821	604
2567	2587536	9821	604
2568	2588544	9821	604
2569	2589552	9532	586
2570	2590560	10110	621
2571	2591568	10110	621
2572	2592576	9821	604
2573	2593584	9821	604
2574	2594592	9532	586
2575	2595600	9821	604
2576	2596608	9532	586
2577	2597616	9821	604
2578	2598624	9532	586
2579	2599632	9532	586
2580	2600640	9532	586
2581	2601648	9532	586
2582	2602656	9532	586
2583	2603664	9532	586
2584	2604672	9243	568
2585	2605680	9532	586
2586	2606688	9532	586
2587	2607696	9532	586
2588	2608704	8954	550
2589	2609712	8954	550
2590	2610720	9243	568
2591	2611728	8954	550
2592	2612736	9243	568
2593	2613744	9243	568
2594	2614752	8666	533
2595	2615760	9243	568
2596	2616768	8666	533
2597	2617776	8954	550
2598	2618784	8666	533
2599	2619792	8954	550
2600	2620800	8666	533
2601	2621808	8666	533
2602	2622816	8954	550
2603	2623824	8954	550
2604	2624832	8377	515
2605	2625840	8666	533
2606	2626848	8377	515
2607	2627856	8666	533
2608	2628864	8666	533
2609	2629872	8377	515
2610	2630880	8377	515
2611	2631888	8377	515
2612	2632896	8377	515
2613	2633904	8377	515
2614	2634912	8377	515
2615	2635920	8377	515
2616	2636928	8088	497
2617	2637936	8088	497
2618	2638944	8088	497
2619	2639952	8088	497
2620	2640960	8377	515
2621	2641968	8377	515
2622	2642976	8088	497
2623	2643984	8377	515
2624	2644992	8088	497
2625	2646000	7799	479
2626	2647008	7510	461
2627	2648016	8088	497
2628	2649024	7799	479
2629	2650032	7799	479
2630	2651040	7510	461
2631	2652048	7799	479
2632	2653056	7510	461
2633	2654064	7510	461
2634	2655072	7221	444
2635	2656080	7510	461
2636	2657088	7221	444
2637	2658096	7221	444
2638	2659104	7221	444
2639	2660112	6932	426
2640	2661120	6932	426
2641	2662128	6932	426
2642	2663136	6932	426
2643	2664144	6932	426
2644	2665152	6643	408
2645	2666160	6643	408
2646	2667168	6932	426
2647	2668176	6932	426
2648	2669184	6932	426
2649	2670192	6643	408
2650	2671200	6643	408
2651	2672208	6643	408
2652	2673216	6355	390
2653	2674224	6643	408
2654	2675232	6355	390
2655	2676240	6355	390
2656	2677248	6066	373
2657	2678256	6066	373
2658	2679264	6066	373
2659	2680272	5777	355
2660	2681280	5777	355
2661	2682288	5777	355
2662	2683296	5777	355
2663	2684304	5777	355
2664	2685312	5777	355
2665	2686320	5777	355
2666	2687328	5777	355
2667	2688336	5488	337
2668	2689344	5199	319
2669	2690352	5488	337
2670	2691360	5488	337
2671	2692368	5199	319
2672	2693376	5199	319
2673	2694384	4910	302
2674	2695392	4910	302
2675	2696400	4621	284
2676	2697408	4621	284
2677	2698416	4910	302
2678	2699424	4621	284
2679	2700432	4621	284
2680	2701440	4621	284
2681	2702448	4621	284
2682	2703456	4333	266
2683	2704464	4333	266
2684	2705472	4333	266
2685	2706480	4333	266
2686	2707488	4044	248
2687	2708496	4044	248
2688	2709504	3755	230
2689	2710512	4044	248
2690	2711520	3755	230
2691	2712528	3755	230
2692	2713536	3755	230
2693	2714544	3755	230
2694	2715552	3466	213
2695	2716560	3466	213
2696	2717568	3466	213
2697	2718576	3177	195
2698	2719584	2888	177
2699	2720592	3466	213
2700	2721600	3177	195
2701	2722608	2888	177
2702	2723616	2888	177
2703	2724624	2888	177
2704	2725632	2888	177
2705	2726640	2888	177
2706	2727648	2599	159
2707	2728656	2599	159
2708	2729664	2599	159
2709	2730672	2310	142
2710	2731680	2022	124
2711	2732688	2599	159
2712	2733696	2022	124
2713	2734704	2599	159
2714	2735712	2022	124
2715	2736720	2022	124
2716	2737728	2022	124
2717	2738736	1733	106
2718	2739744	1733	106
2719	2740752	2022	124
2720	2741760	1733	106
2721	2742768	1444	88
2722	2743776	1444	88
2723	2744784	1444	88
2724	2745792	1444	88
2725	2746800	1155	71
2726	2747808	1155	71
2727	2748816	1444	88
2728	2749824	1155	71
2729	2750832	866	53
2730	2751840	1155	71
2731	2752848	866	53
2732	2753856	866	53
2733	2754864	866	53
2734	2755872	577	35
2735	2756880	577	35
2736	2757888	577	35
2737	2758896	577	35
2738	2759904	288	17
2739	2760912	288	17
2740	2761920	288	17
2741	2762928	288	17
2742	2763936	-288	-17
2743	2764944	0	0
2744	2765952	-288	-17
2745	2766960	-288	-17
2746	2767968	-288	-17
2747	2768976	-577	-35
2748	2769984	-577	-35
2749	2770992	-288	-17
2750	2772000	-866	-53
2751	2773008	-866	-53
2752	2774016	-866	-53
2753	2775024	-1155	-71
2754	2776032	-866	-53
2755	2777040	-1155	-71
2756	2778048	-866	-53
2757	2779056	-1444	-88
2758	2780064	-1444	-88
2759	2781072	-1733	-106
2760	2782080	-1733	-106
2761	2783088	-1733	-106
2762	2784096	-1733	-106
2763	2785104	-1733	-106
2764	2786112	-1733	-106
2765	2787120	-2022	-124
2766	2788128	-1733	-106
2767	2789136	-1733	-106
2768	2790144	-2310	-142
2769	2791152	-2022	-124
2770	2792160	-2310	-142
2771	2793168	-2310	-142
2772	2794176	-2599	-159
2773	2795184	-2599	-159
2774	2796192	-2888	-177
2775	2797200	-2888	-177
2776	2798208	-3177	-195
2777	2799216	-3177	-195
2778	2800224	-3177	-195
2779	2801232	-3177	-195
2780	2802240	-3177	-195
2781	2803248	-3177	-195
2782	2804256	-3177	-195
2783	2805264	-3466	-213
2784	2806272	-3466	-213
2785	2807280	-3755	-230
2786	2808288	-3466	-213
2787	2809296	-3755	-230
2788	2810304	-3755	-230
2789	2811312	-4044	-248
2790	2812320	-4044	-248
2791	2813328	-4044	-248
2792	2814336	-4333	-266
2793	2815344	-4333	-266
2794	2816352	-4621	-284
2795	2817360	-4621	-284
2796	2818368	-4621	-284
2797	2819376	-4333	-266
2798	2820384	-4621	-284
2799	2821392	-4910	-302
2800	2822400	-4910	-302
2801	2823408	-4910	-302
2802	2824416	-4621	-284
2803	2825424	-4910	-302
2804	2826432	-4910	-302
2805	2827440	-5199	-319
2806	2828448	-5488	-337
2807	2829456	-5199	-319
2808	2830464	-5488	-337
2809	2831472	-5488	-337
2810	2832480	-5777	-355
2811	2833488	-5777	-355
2812	2834496	-5777	-355
2813	2835504	-5777	-355
2814	2836512	-5777	-355
2815	2837520	-6066	-373
2816	2838528	-6355	-390
2817	2839536	-6066	-373
2818	2840544	-6066	-373
2819	2841552	-6355	-390
2820	2842560	-6355	-390
2821	2843568	-6355	-390
2822	2844576	-6355	-390
2823	2845584	-6355	-390
2824	2846592	-6643	-408
2825	2847600	-6643	-408
2826	2848608	-6932	-426
2827	2849616	-6932	-426
2828	2850624	-6932	-426
2829	2851632	-7221	-444
2830	2852640	-7221	-444
2831	2853648	-7221	-444
2832	2854656	-7221	-444
2833	2855664	-7510	-461
2834	2856672	-7510	-461
2835	2857680	-7510	-461
2836	2858688	-7510	-461
2837	2859696	-7510	-461
2838	2860704	-7799	-479
2839	2861712	-7510	-461
2840	2862720	-7799	-479
2841	2863728	-7799	-479
2842	2864736	-8088	-497
2843	2865744	-8088	-497
2844	2866752	-8088	-497
2845	2867760	-8088	-497
2846	2868768	-8666	-533
2847	2869776	-8377	-515
2848	2870784	-8666	-533
2849	2871792	-8377	-515
2850	2872800	-8954	-550
2851	2873808	-8954	-550
2852	2874816	-8954	-550
2853	2875824	-8954	-550
2854	2876832	-8954	-550
2855	2877840	-8954	-550
2856	2878848	-8954	-550
2857	2879856	-9243	-568
2858	2880864	-9243	-568
2859	2881872	-9243	-568
2860	2882880	-9532	-586
2861	2883888	-9532	-586
2862	2884896	-9532	-586
2863	2885904	-9532	-586
2864	2886912	-9821	-604
2865	2887920	-9821	-604
2866	2888928	-9821	-604
2867	2889936	-10110	-621
2868	2890944	-10110	-621
2869	2891952	-10110	-621
2870	2892960	-10110	-621
2871	2893968	-10110	-621
2872	2894976	-10399	-639
2873	2895984	-10399	-639
2874	2896992	-10399	-639
2875	2898000	-10399	-639
2876	2899008	-10688	-657
2877	2900016	-10399	-639
2878	2901024	-10688	-657
2879	2902032	-10688	-657
2880	2903040	-10688	-657
2881	2904048	-10976	-675
2882	2905056	-10976	-675
2883	2906064	-10976	-675
2884	2907072	-11265	-692
2885	2908080	-11265	-692
2886	2909088	-11265	-692
2887	2910096	-10976	-675
2888	2911104	-11554	-710
2889	2912112	-11265	-692
2890	2913120	-11265	-692
2891	2914128	-11265	-692
2892	2915136	-11554	-710
2893	2916144	-11554	-710
2894	2917152	-11554	-710
2895	2918160	-11554	-710
2896	2919168	-11843	-728
2897	2920176	-11843	-728
2898	2921184	-11554	-710
2899	2922192	-12132	-746
2900	2923200	-11843	-728
2901	2924208	-11843	-728
2902	2925216	-12132	-746
2903	2926224	-12421	-764
2904	2927232	-12132	-746
2905	2928240	-12421	-764
2906	2929248	-12421	-764
2907	2930256	-12421	-764
2908	2931264	-12421	-764
2909	2932272	-12421	-764
2910	2933280	-12421	-764
2911	2934288	-12421	-764
2912	2935296	-12421	-764
2913	2936304	-12421	-764
2914	2937312	-12710	-781
2915	2938320	-12710	-781
2916	2939328	-12710	-781
2917	2940336	-12999	-799
2918	2941344	-12710	-781
2919	2942352	-13287	-817
2920	2943360	-12999	-799
2921	2944368	-13576	-835
2922	2945376	-13287	-817
2923	2946384	-12999	-799
2924	2947392	-13287	-817
2925	2948400	-13287	-817
2926	2949408	-13287	-817
2927	2950416	-13576	-835
2928	2951424	-13287	-817
2929	2952432	-13287	-817
2930	2953440	-13287	-817
2931	2954448	-13287	-817
2932	2955456	-13865	-852
2933	2956464	-13576	-835
2934	2957472	-13865	-852
2935	2958480	-13576	-835
2936	2959488	-13865	-852
2937	2960496	-13865	-852
2938	2961504	-13865	-852
2939	2962512	-13865	-852
2940	2963520	-14154	-870
2941	2964528	-14154	-870
2942	2965536	-14154	-870
2943	2966544	-13865	-852
2944	2967552	-13865	-852
2945	2968560	-14154	-870
2946	2969568	-13865	-852
2947	2970576	-14154	-870
2948	2971584	-14154	-870
2949	2972592	-14154	-870
2950	2973600	-14154	-870
2951	2974608	-14443	-888
2952	2975616	-14443	-888
2953	2976624	-14443	-888
2954	2977632	-14443	-888
2955	2978640	-14443	-888
2956	2979648	-14732	-906
2957	2980656	-14732	-906
2958	2981664	-14732	-906
2959	2982672	-14732	-906
2960	2983680	-14443	-888
2961	2984688	-14732	-906
2962	2985696	-14732	-906
2963	2986704	-14732	-906
2964	2987712	-14443	-888
2965	2988720	-14732	-906
2966	2989728	-15021	-924
2967	2990736	-14732	-906
2968	2991744	-14732	-906
2969	2992752	-14732	-906
2970	2993760	-15021	-924
2971	2994768	-15021	-924
2972	2995776	-15309	-941
2973	2996784	-15021	-924
2974	2997792	-15309	-941
2975	2998800	-15021	-924
2976	2999808	-15021	-924
2977	3000816	-15309	-941
2978	3001824	-15309	-941
2979	3002832	-15021	-924
2980	3003840	-15309	-941
2981	3004848	-15021	-924
2982	3005856	-15309	-941
2983	3006864	-15309	-941
2984	3007872	-15021	-924
2985	3008880	-15309	-941
2986	3009888	-15309	-941
2987	3010896	-15309	-941
2988	3011904	-15309	-941
2989	3012912	-15598	-959
2990	3013920	-15309	-941
2991	3014928	-15598	-959
2992	3015936	-15309	-941
2993	3016944	-15598	-959
2994	3017952	-15309	-941
2995	3018960	-15598	-959
2996	3019968	-15021	-924
2997	3020976	-15598	-959
2998	3021984	-15598	-959
2999	3022992	-15309	-941
3000	3024000	-15598	-959
3001	3025008	-15598	-959
3002	3026016	-15598	-959
3003	3027024	-15309	-941
3004	3028032	-15309	-941
3005	3029040	-15309	-941
3006	3030048	-15309	-941
3007	3031056	-15598	-959
3008	3032064	-15598	-959
3009	3033072	-15598	-959
3010	3034080	-15598	-959
3011	3035088	-15598	-959
3012	3036096	-15598	-959
3013	3037104	-15598	-959
3014	3038112	-15598	-959
3015	3039120	-15598	-959
3016	3040128	-15598	-959
3017	3041136	-15598	-959
3018	3042144	-15309	-941
3019	3043152	-15887	-977
3020	3044160	-15887	-977
3021	3045168	-15598	-959
3022	3046176	-15309	-941
3023	3047184	-15887	-977
3024	3048192	-15309	-941
3025	3049200	-15598	-959
3026	3050208	-15598	-959
3027	3051216	-15598	-959
3028	3052224	-15598	-959
3029	3053232	-15598	-959
3030	3054240	-15598	-959
3031	3055248	-15598	-959
3032	3056256	-15598	-959
3033	3057264	-15309	-941
3034	3058272	-15598	-959
3035	3059280	-15598	-959
3036	3060288	-15598	-959
3037	3061296	-15309	-941
3038	3062304	-15598	-959
3039	3063312	-15598	-959
3040	3064320	-15309	-941
3041	3065328	-15598	-959
3042	3066336	-15598	-959
3043	3067344	-15309	-941
3044	3068352	-15309	-941
3045	3069360	-15309	-941
3046	3070368	-15598	-959
3047	3071376	-15598	-959
3048	3072384	-15598	-959
3049	3073392	-15309	-941
3050	3074400	-15309	-941
3051	3075408	-15309	-941
3052	3076416	-15309	-941
3053	3077424	-15309	-941
3054	3078432	-15309	-941
3055	3079440	-15309	-941
3056	3080448	-15021	-924
3057	3081456	-15021	-924
3058	3082464	-15021	-924
3059	3083472	-15309	-941
3060	3084480	-15309	-941
3061	3085488	-15309	-941
3062	3086496	-15021	-924
3063	3087504	-15309	-941
3064	3088512	-15021	-924
3065	3089520	-15021	-924
3066	3090528	-15021	-924
3067	3091536	-15021	-924
3068	3092544	-14732	-906
3069	3093552	-14732	-906
3070	3094560	-14732	-906
3071	3095568	-14732	-906
3072	3096576	-15021	-924
3073	3097584	-14732	-906
3074	3098592	-14732	-906
3075	3099600	-14443	-888
3076	3100608	-14732	-906
3077	3101616	-14732	-906
3078	3102624	-14732	-906
3079	3103632	-14732	-906
3080	3104640	-14732	-906
3081	3105648	-14443	-888
3082	3106656	-14732	-906
3083	3107664	-14443	-888
3084	3108672	-14732	-906
3085	3109680	-14443	-888
3086	3110688	-14443	-888
3087	3111696	-14154	-870
3088	3112704	-14443	-888
3089	3113712	-14154	-870
3090	3114720	-14732	-906
3091	3115728	-14154	-870
3092	3116736	-14154	-870
3093	3117744	-14154	-870
3094	3118752	-14154	-870
3095	3119760	-14154	-870
3096	3120768	-14154	-870
3097	3121776	-14154	-870
3098	3122784	-14154	-870
3099	3123792	-14154	-870
3100	3124800	-13865	-852
3101	3125808	-14154	-870
3102	3126816	-13865	-852
3103	3127824	-13865	-852
3104	3128832	-13576	-835
3105	3129840	-13576	-835
3106	3130848	-13865	-852
3107	3131856	-13287	-817
3108	3132864	-13576	-835
3109	3133872	-13576	-835
3110	3134880	-13576	-835
3111	3135888	-12999	-799
3112	3136896	-13287	-817
3113	3137904	-12999	-799
3114	3138912	-12999	-799
3115	3139920	-12999	-799
3116	3140928	-12710	-781
3117	3141936	-13287	-817
3118	3142944	-12999	-799
3119	3143952	-12999	-799
3120	3144960	-12999	-799
3121	3145968	-12710	-781
3122	3146976	-12710	-781
3123	3147984	-12710	-781
3124	3148992	-12710	-781
3125	3150000	-12710	-781
3126	3151008	-12710	-781
3127	3152016	-12421	-764
3128	3153024	-12710	-781
3129	3154032	-12421	-764
3130	3155040	-12421	-764
3131	3156048	-12421	-764
3132	3157056	-12421	-764
3133	3158064	-12421	-764
3134	3159072	-12421	-764
3135	3160080	-12132	-746
3136	3161088	-12132	-746
3137	3162096	-12132	-746
3138	3163104	-11843	-728
3139	3164112	-12132	-746
3140	3165120	-11843	-728
3141	3166128	-11843	-728
3142	3167136	-11265	-692
3143	3168144	-11554	-710
3144	3169152	-11554	-710
3145	3170160	-11554	-710
3146	3171168	-11554	-710
3147	3172176	-11265	-692
3148	3173184	-11265	-692
3149	3174192	-11265	-692
3150	3175200	-10976	-675
3151	3176208	-11265	-692
3152	3177216	-11265	-692
3153	3178224	-11265	-692
3154	3179232	-10976	-675
3155	3180240	-11265	-692
3156	3181248	-10688	-657
3157	3182256	-11265	-692
3158	3183264	-10976	-675
3159	3184272	-10976	-675
3160	3185280	-10688	-657
3161	3186288	-10399	-639
3162	3187296	-10399	-639
3163	3188304	-10688	-657
3164	3189312	-10399	-639
3165	3190320	-10399	-639
3166	3191328	-10110	-621
3167	3192336	-10399	-639
3168	3193344	-10110	-621
3169	3194352	-9821	-604
3170	3195360	-10110	-621
3171	3196368	-9821	-604
3172	3197376	-9821	-604
3173	3198384	-9821	-604
3174	3199392	-9821	-604
3175	3200400	-9532	-586
3176	3201408	-9532	-586
3177	3202416	-9532	-586
3178	3203424	-9243	-568
3179	3204432	-9243	-568
3180	3205440	-8954	-550
3181	3206448	-9243	-568
3182	3207456	-8954	-550
3183	3208464	-8954	-550
3184	3209472	-8954	-550
3185	3210480	-8954	-550
3186	3211488	-8954	-550
3187	3212496	-8666	-533
3188	3213504	-8666	-533
3189	3214512	-8666	-533
3190	3215520	-8666	-533
3191	3216528	-8377	-515
3192	3217536	-8666	-533
3193	3218544	-8377	-515
3194	3219552	-8088	-497
3195	3220560	-8088	-497
3196	3221568	-8377	-515
3197	3222576	-8088	-497
3198	3223584	-8088	-497
3199	3224592	-7510	-461
3200	3225600	-7799	-479
3201	3226608	-7799	-479
3202	3227616	-7510	-461
3203	3228624	-7510	-461
3204	3229632	-7510	-461
3205	3230640	-7510	-461
3206	3231648	-7510	-461
3207	3232656	-7510	-461
3208	3233664	-7221	-444
3209	3234672	-7221	-444
3210	3235680	-7510	-461
3211	3236688	-7221	-444
3212	3237696	-6932	-426
3213	3238704	-6932	-426
3214	3239712	-6643	-408
3215	3240720	-6643	-408
3216	3241728	-6643	-408
3217	3242736	-6643	-408
3218	3243744	-6355	-390
3219	3244752	-6355	-390
3220	3245760	-6066	-373
3221	3246768	-6355	-390
3222	3247776	-6066	-373
3223	3248784	-6066	-373
3224	3249792	-6066	-373
3225	3250800	-5777	-355
3226	3251808	-6066	-373
3227	3252816	-5777	-355
3228	3253824	-5777	-355
3229	3254832	-5488	-337
3230	3255840	-5488	-337
3231	3256848	-5199	-319
3232	3257856	-5488	-337
3233	3258864	-4910	-302
3234	3259872	-5488	-337
3235	3260880	-5199	-319
3236	3261888	-4910	-302
3237	3262896	-5199	-319
3238	3263904	-5199	-319
3239	3264912	-4910	-302
3240	3265920	-4910	-302
3241	3266928	-4621	-284
3242	3267936	-4621	-284
3243	3268944	-4621	-284
3244	3269952	-4333	-266
3245	3270960	-4333	-266
3246	3271968	-4044	-248
3247	3272976	-4333	-266
3248	3273984	-4044	-248
3249	3274992	-3755	-230
3250	3276000	-4044	-248
3251	3277008	-4044	-248
3252	3278016	-3755	-230
3253	3279024	-3755	-230
3254	3280032	-3466	-213
3255	3281040	-3755	-230
3256	3282048	-3466	-213
3257	3283056	-3466	-213
3258	3284064	-2888	-177
3259	3285072	-3177	-195
3260	3286080	-3177	-195
3261	3287088	-3177	-195
3262	3288096	-2888	-177
3263	3289104	-2888	-177
3264	3290112	-2310	-142
3265	3291120	-2888	-177
3266	3292128	-2310	-142
3267	3293136	-2310	-142
3268	3294144	-2599	-159
3269	3295152	-2310	-142
3270	3296160	-2310	-142
3271	3297168	-2022	-124
3272	3298176	-2310	-142
3273	3299184	-2022	-124
3274	3300192	-1733	-106
3275	3301200	-2022	-124
3276	3302208	-1733	-106
3277	3303216	-2022	-124
3278	3304224	-1733	-106
3279	3305232	-1733	-106
3280	3306240	-1444	-88
3281	3307248	-1155	-71
3282	3308256	-1155	-71
3283	3309264	-1155	-71
3284	3310272	-1155	-71
3285	3311280	-866	-53
3286	3312288	-866	-53
3287	3313296	-577	-35
3288	3314304	-866	-53
3289	3315312	-577	-35
3290	3316320	-866	-53
3291	3317328	-577	-35
3292	3318336	-577	-35
3293	3319344	-288	-17
3294	3320352	-577	-35
3295	3321360	-288	-17
3296	3322368	-577	-35
3297	3323376	288	17
3298	3324384	0	0
3299	3325392	0	0
3300	3326400	0	0
3301	3327408	288	17
3302	3328416	288	17
3303	3329424	577	35
3304	3330432	577	35
3305	3331440	866	53
3306	3332448	577	35
3307	3333456	577	35
3308	3334464	577	35
3309	3335472	577	35
3310	3336480	866	53
3311	3337488	866	53
3312	3338496	1155	71
3313	3339504	866	53
3314	3340512	866	53
3315	3341520	1444	88
3316	3342528	1733	106
3317	3343536	1444	88
3318	3344544	1733	106
3319	3345552	1733	106
3320	3346560	1733	106
3321	3347568	1733	106
3322	3348576	2022	124
3323	3349584	1733	106
3324	3350592	2310	142
3325	3351600	2022	124
3326	3352608	2310	142
3327	3353616	2022	124
3328	3354624	2022	124
3329	3355632	2310	142
3330	3356640	2310	142
3331	3357648	2599	159
3332	3358656	2310	142
3333	3359664	2599	159
3334	3360672	2888	177
3335	3361680	2888	177
3336	3362688	2888	177
3337	3363696	3177	195
3338	3364704	3177	195
3339	3365712	2888	177
3340	3366720	3177	195
3341	3367728	3466	213
3342	3368736	3466	213
3343	3369744	3466	213
3344	3370752	3466	213
3345	3371760	3466	213
3346	3372768	3466	213
3347	3373776	3755	230
3348	3374784	3755	230
3349	3375792	4044	248
3350	3376800	3755	230
3351	3377808	3755	230
3352	3378816	3755	230
3353	3379824	4333	266
3354	3380832	4044	248
3355	3381840	4333	266
3356	3382848	4333	266
3357	3383856	4333	266
3358	3384864	4333	266
3359	3385872	4621	284
3360	3386880	4621	284
3361	3387888	4621	284
3362	3388896	4621	284
3363	3389904	4621	284
3364	3390912	4621	284
3365	3391920	4910	302
3366	3392928	4621	284
3367	3393936	5199	319
3368	3394944	5199	319
3369	3395952	5199	319
3370	3396960	5199	319
3371	3397968	5199	319
3372	3398976	5488	337
3373	3399984	5488	337
3374	3400992	5777	355
3375	3402000	5488	337
3376	3403008	5777	355
3377	3404016	5777	355
